RestingMembranePotential,SpikeAmplitude,Species,Strain,ElectrodeType,PrepType,NeuronType,Title,PubYear,PubmedLink,DataTableLinks,ArticleLink,LastAuthor
-74.5,52,Rats,Wistar,Patch-clamp,in vitro,Nucleus accumbens medium spiny neuron,Direct physiological evidence for synaptic connectivity between medium-sized spiny neurons in rat nucleus accumbens in situ.,2004,http://www.ncbi.nlm.nih.gov/pubmed/14573550/,http://neuroelectro.org/data_table/753/,http://neuroelectro.org/article/34329/,Pennartz CM
-81.8,72.4,Mice,C57BL,Patch-clamp,in vitro,Nucleus accumbens medium spiny neuron,Cdk5 modulates cocaine reward motivation and striatal neuron excitability.,2007,http://www.ncbi.nlm.nih.gov/pubmed/18032670/,http://neuroelectro.org/data_table/2119/,http://neuroelectro.org/article/36018/,Bibb JA
-93.5,68.5,Rats,Sprague-Dawley,Patch-clamp,in vitro,Nucleus accumbens medium spiny neuron,Maturation of excitatory synaptic transmission of the rat nucleus accumbens from juvenile to adult.,2009,http://www.ncbi.nlm.nih.gov/pubmed/19244354/,http://neuroelectro.org/data_table/11696/,http://neuroelectro.org/article/55466/,Manzoni OJ
-79.02,74.86,Mice,C57BL,Patch-clamp,in vitro,Nucleus accumbens medium spiny neuron,Upregulation of Npas4 protein expression by chronic administration of amphetamine in rat nucleus accumbens in vivo.,2012,http://www.ncbi.nlm.nih.gov/pubmed/22884934/,http://neuroelectro.org/data_table/23223/,http://neuroelectro.org/article/80760/,Wang JQ
-79.02,74.86,Mice,C57BL,Patch-clamp,in vitro,Nucleus accumbens medium spiny neuron,Fos regulates neuronal activity in the nucleus accumbens.,2008,http://www.ncbi.nlm.nih.gov/pubmed/18938216/,http://neuroelectro.org/data_table/25989/,http://neuroelectro.org/article/84405/,Xu M
,79.43,Rats,Wistar,Patch-clamp,in vitro,Nucleus accumbens medium spiny neuron,The endocannabinoid 2-arachidonoylglycerol mediates D1 and D2 receptor cooperative enhancement of rat nucleus accumbens core neuron firing.,2011,http://www.ncbi.nlm.nih.gov/pubmed/21821098/,http://neuroelectro.org/data_table/26062/,http://neuroelectro.org/article/84502/,Hopf FW
-82.55,,Rats,Long-Evans,Patch-clamp,in vitro,Nucleus accumbens shell neuron,Exposure to cocaine dynamically regulates the intrinsic membrane excitability of nucleus accumbens neurons.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20220002/,http://neuroelectro.org/data_table/1817/; http://neuroelectro.org/data_table/1818/; http://neuroelectro.org/data_table/1819/,http://neuroelectro.org/article/35490/,Dong Y
-87.3,,Rats,Sprague-Dawley,Sharp,in vivo,Nucleus accumbens shell neuron,Selective disruption of nucleus accumbens gating mechanisms in rats behaviorally sensitized to methamphetamine.,2005,http://www.ncbi.nlm.nih.gov/pubmed/16014730/,http://neuroelectro.org/data_table/2452/,http://neuroelectro.org/article/36548/,O'Donnell P
-70.3,85.5,Mice,C57BL,Patch-clamp,in vitro,Nucleus ambiguus motor neuron,Maternal diabetes increases small conductance Ca2+-activated K+ (SK) currents that alter action potential properties and excitability of cardiac motoneurons in the nucleus ambiguus.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20668269/,http://neuroelectro.org/data_table/133/,http://neuroelectro.org/article/23482/,Cheng ZJ
-69.5,,Rats,Wistar,Patch-clamp,in vitro,Nucleus of the solitary tract principal cell,Localization and function of the Kv3.1b subunit in the rat medulla oblongata: focus on the nucleus tractus solitarii.,2005,http://www.ncbi.nlm.nih.gov/pubmed/15528247/,http://neuroelectro.org/data_table/7740/,http://neuroelectro.org/article/3449/,Deuchars J
-52.7,51.6,Rats,Sprague-Dawley,Patch-clamp,in vitro,Nucleus of the solitary tract principal cell,Properties of solitary tract neurones responding to peripheral arterial chemoreceptors.,2001,http://www.ncbi.nlm.nih.gov/pubmed/11483315/,http://neuroelectro.org/data_table/23331/,http://neuroelectro.org/article/11674/,Kasparov S
-56,61,Rats,Sprague-Dawley,Patch-clamp,in vitro,Nucleus of the solitary tract principal cell,Pre- and postnatal differences in membrane action potential and ion channel properties of rostral nucleus of the solitary tract neurons.,2011,http://www.ncbi.nlm.nih.gov/pubmed/21865434/,http://neuroelectro.org/data_table/43/,http://neuroelectro.org/article/33724/,Bradley RM
,,Rats,Wistar,Patch-clamp,in vitro,Nucleus of the solitary tract principal cell,Subdivision-specific responses of neurons in the nucleus of the tractus solitarius to activation of mu-opioid receptors in the rat.,2007,http://www.ncbi.nlm.nih.gov/pubmed/17898143/,http://neuroelectro.org/data_table/346/,http://neuroelectro.org/article/34002/,Deuchars SA
,67.32,Mice,C57BL,Patch-clamp,in vitro,Nucleus of the solitary tract principal cell,Exogenous brain-derived neurotrophic factor rescues synaptic dysfunction in Mecp2-null mice.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20392952/,http://neuroelectro.org/data_table/1803/,http://neuroelectro.org/article/35464/,Katz DM
,62.1,Rats,Wistar,Patch-clamp,in vitro,Olfactory bulb (main) Blanes cell,Distinct deep short-axon cell subtypes of the main olfactory bulb provide novel intrabulbar and extrabulbar GABAergic connections.,2008,http://www.ncbi.nlm.nih.gov/pubmed/18701684/,,http://neuroelectro.org/article/35838/,Nusser Z
-53.9,63,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) Blanes cell,Blanes cells mediate persistent feedforward inhibition onto granule cells in the olfactory bulb.,2006,http://www.ncbi.nlm.nih.gov/pubmed/16543136/,,http://neuroelectro.org/article/79946/,Strowbridge BW
,38.1,Mice,C57BL,Patch-clamp,in vivo,Olfactory bulb (main) Blanes cell,Tonic inhibition sets the state of excitability in olfactory bulb granule cells.,2013,http://www.ncbi.nlm.nih.gov/pubmed/23318869/,,http://neuroelectro.org/article/85543/,Angelo K
-66,81.8,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) Blanes cell,Voltage-dependent intrinsic bursting in olfactory bulb Golgi cells.,2013,http://www.ncbi.nlm.nih.gov/pubmed/23950193/,,http://neuroelectro.org/article/85548/,Strowbridge BW
-52.9,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) external tufted cell,Olfactory bulb glomeruli: external tufted cells intrinsically burst at theta frequency and are entrained by patterned olfactory input.,2004,http://www.ncbi.nlm.nih.gov/pubmed/14762137/,,http://neuroelectro.org/article/13617/,Ennis M
-51.3,,Mice,C57BL,Patch-clamp,in vitro,Olfactory bulb (main) external tufted cell,Multiple conductances cooperatively regulate spontaneous bursting in mouse olfactory bulb external tufted cells.,2008,http://www.ncbi.nlm.nih.gov/pubmed/18272683/,,http://neuroelectro.org/article/24867/,Shipley MT
,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) external tufted cell,Calcium permeable AMPA receptors and autoreceptors in external tufted cells of rat olfactory bulb.,2007,http://www.ncbi.nlm.nih.gov/pubmed/17156930/,,http://neuroelectro.org/article/31115/,Lowe G
,,Mice,C57BL,Patch-clamp,in vitro,Olfactory bulb (main) external tufted cell,Serotonin modulates the population activity profile of olfactory bulb external tufted cells.,2012,http://www.ncbi.nlm.nih.gov/pubmed/22013233/,,http://neuroelectro.org/article/32141/,Shipley MT
,,Mice,C57BL,Patch-clamp,in vitro,Olfactory bulb (main) external tufted cell,External tufted cells drive the output of olfactory bulb glomeruli.,2009,http://www.ncbi.nlm.nih.gov/pubmed/19228958/,,http://neuroelectro.org/article/65000/,Charpak S
,,Rats,Wistar,Patch-clamp,in vitro,Olfactory bulb (main) external tufted cell,External tufted cells in the main olfactory bulb form two distinct subpopulations.,2006,http://www.ncbi.nlm.nih.gov/pubmed/16930438/,,http://neuroelectro.org/article/76870/,Nusser Z
,,Mice,C57BL,Patch-clamp,in vitro,Olfactory bulb (main) external tufted cell,Cortical feedback control of olfactory bulb circuits.,2012,http://www.ncbi.nlm.nih.gov/pubmed/23259951/,,http://neuroelectro.org/article/84771/,Isaacson JS
-64.5,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) granule cell,Activation of alpha1 and alpha2 noradrenergic receptors exert opposing effects on excitability of main olfactory bulb granule cells.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20466037/,,http://neuroelectro.org/article/11711/,Ennis M
-69.3,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) granule cell,Mechanisms of lateral inhibition in the olfactory bulb: efficiency and modulation of spike-evoked calcium influx into granule cells.,2003,http://www.ncbi.nlm.nih.gov/pubmed/12930793/,,http://neuroelectro.org/article/29496/,Mainen ZF
-72,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) granule cell,Dendrodendritic synaptic signals in olfactory bulb granule cells: local spine boost and global low-threshold spike.,2005,http://www.ncbi.nlm.nih.gov/pubmed/15814782/,,http://neuroelectro.org/article/36606/,Mainen ZF
-63,,Rats,Sprague-Dawley,Patch-clamp,in vivo,Olfactory bulb (main) granule cell,In vivo whole-cell recording of odor-evoked synaptic transmission in the rat olfactory bulb.,2003,http://www.ncbi.nlm.nih.gov/pubmed/12764098/,,http://neuroelectro.org/article/37019/,Isaacson JS
-66,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) granule cell,Dendrodendritic inhibition in the olfactory bulb is driven by NMDA receptors.,1998,http://www.ncbi.nlm.nih.gov/pubmed/9712650/,,http://neuroelectro.org/article/37783/,Westbrook GL
-76,38,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) granule cell,Synaptic sodium spikes trigger long-lasting depolarizations and slow calcium entry in rat olfactory bulb granule cells.,2008,http://www.ncbi.nlm.nih.gov/pubmed/18412627/,,http://neuroelectro.org/article/75008/,Egger V
-65.7,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) granule cell,Blanes cells mediate persistent feedforward inhibition onto granule cells in the olfactory bulb.,2006,http://www.ncbi.nlm.nih.gov/pubmed/16543136/,,http://neuroelectro.org/article/79946/,Strowbridge BW
-79,,Mice,C57BL,Patch-clamp,in vitro,Olfactory bulb (main) granule cell,Synaptic inhibition in the olfactory bulb accelerates odor discrimination in mice.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20159452/,,http://neuroelectro.org/article/81231/,Kuner T
-71,,Mice,C57BL,Patch-clamp,in vivo,Olfactory bulb (main) granule cell,Theta oscillation coupled spike latencies yield computational vigour in a mammalian sensory system.,2003,http://www.ncbi.nlm.nih.gov/pubmed/12527724/,,http://neuroelectro.org/article/85542/,Schaefer AT
,31,Mice,C57BL,Patch-clamp,in vivo,Olfactory bulb (main) granule cell,Tonic inhibition sets the state of excitability in olfactory bulb granule cells.,2013,http://www.ncbi.nlm.nih.gov/pubmed/23318869/,,http://neuroelectro.org/article/85543/,Angelo K
-79,,Mice,C57BL,Patch-clamp,in vitro,Olfactory bulb (main) granule cell,NMDA receptor-dependent synaptic activation of TRPC channels in olfactory bulb granule cells.,2012,http://www.ncbi.nlm.nih.gov/pubmed/22539836/,,http://neuroelectro.org/article/85544/,Egger V
-67.3,60.5,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) granule cell,Voltage-dependent intrinsic bursting in olfactory bulb Golgi cells.,2013,http://www.ncbi.nlm.nih.gov/pubmed/23950193/,,http://neuroelectro.org/article/85548/,Strowbridge BW
-64.3,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Opposing inward and outward conductances regulate rebound discharges in olfactory mitral cells.,2007,http://www.ncbi.nlm.nih.gov/pubmed/17151219/,,http://neuroelectro.org/article/10777/,Strowbridge BW
,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Muscarinic receptor activation modulates granule cell excitability and potentiates inhibition onto mitral cells in the rat olfactory bulb.,2007,http://www.ncbi.nlm.nih.gov/pubmed/17928438/,,http://neuroelectro.org/article/12666/,Strowbridge BW
-53.4,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Direct excitation of mitral cells via activation of alpha1-noradrenergic receptors in rat olfactory bulb slices.,2001,http://www.ncbi.nlm.nih.gov/pubmed/11698509/,,http://neuroelectro.org/article/12758/,Ennis M
-65.4,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Membrane and synaptic properties of mitral cells in slices of rat olfactory bulb.,1997,http://www.ncbi.nlm.nih.gov/pubmed/9037409/,,http://neuroelectro.org/article/30529/,Shepherd GM
,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Both electrical and chemical synapses mediate fast network oscillations in the olfactory bulb.,2003,http://www.ncbi.nlm.nih.gov/pubmed/12740407/,,http://neuroelectro.org/article/34391/,Strowbridge BW
-63.6,,Rats,Wistar,Sharp,in vitro,Olfactory bulb (main) mitral cell,Tonic and synaptically evoked presynaptic inhibition of sensory input to the rat olfactory bulb via GABA(B) heteroreceptors.,2000,http://www.ncbi.nlm.nih.gov/pubmed/10979995/,,http://neuroelectro.org/article/34624/,Shipley MT
-51.3,,Rats,Sprague-Dawley,Patch-clamp,in vivo,Olfactory bulb (main) mitral cell,Respiration drives network activity and modulates synaptic and circuit processing of lateral inhibition in the olfactory bulb.,2012,http://www.ncbi.nlm.nih.gov/pubmed/22219272/,http://neuroelectro.org/data_table/1485/,http://neuroelectro.org/article/35000/,Shepherd GM
-56,,Rats,Sprague-Dawley,Patch-clamp,in vivo,Olfactory bulb (main) mitral cell,In vivo whole-cell recording of odor-evoked synaptic transmission in the rat olfactory bulb.,2003,http://www.ncbi.nlm.nih.gov/pubmed/12764098/,,http://neuroelectro.org/article/37019/,Isaacson JS
-61.5,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Membrane bistability in olfactory bulb mitral cells.,2001,http://www.ncbi.nlm.nih.gov/pubmed/11438607/,,http://neuroelectro.org/article/37352/,Shipley MT
-62.7,,Rats,Wistar,Sharp,in vitro,Olfactory bulb (main) mitral cell,Control of action potential timing by intrinsic subthreshold oscillations in olfactory bulb output neurons.,1999,http://www.ncbi.nlm.nih.gov/pubmed/10594056/,,http://neuroelectro.org/article/37579/,Lledo PM
-55,,Mice,C57BL,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Glutamatergic transmission and plasticity between olfactory bulb mitral cells.,2008,http://www.ncbi.nlm.nih.gov/pubmed/18276730/,,http://neuroelectro.org/article/38352/,Margrie TW
-63.5,75,Rats,Wistar,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Action potential propagation into the presynaptic dendrites of rat mitral cells.,1997,http://www.ncbi.nlm.nih.gov/pubmed/9365910/,,http://neuroelectro.org/article/40308/,Jonas P
,,Mice,C57BL,Patch-clamp,in vivo,Olfactory bulb (main) mitral cell,Two distinct channels of olfactory bulb output.,2012,http://www.ncbi.nlm.nih.gov/pubmed/22841316/,,http://neuroelectro.org/article/78142/,Schaefer AT
-57,,Mice,C57BL,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Synaptic inhibition in the olfactory bulb accelerates odor discrimination in mice.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20159452/,,http://neuroelectro.org/article/81231/,Kuner T
,,Mice,C57BL,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Connexin36 mediates spike synchrony in olfactory bulb glomeruli.,2005,http://www.ncbi.nlm.nih.gov/pubmed/15924862/,,http://neuroelectro.org/article/82769/,Westbrook GL
,,Mice,C57BL,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Distinct intrinsic membrane properties determine differential information processing between main and accessory olfactory bulb mitral cells.,2011,http://www.ncbi.nlm.nih.gov/pubmed/21627980/,,http://neuroelectro.org/article/84420/,Wagner S
,67,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Olfactory reciprocal synapses: dendritic signaling in the CNS.,1998,http://www.ncbi.nlm.nih.gov/pubmed/9581766/,,http://neuroelectro.org/article/85538/,Strowbridge BW
-53.8,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Age-dependent adrenergic actions in the main olfactory bulb that could underlie an olfactory-sensitive period.,2012,http://www.ncbi.nlm.nih.gov/pubmed/22815401/,,http://neuroelectro.org/article/85539/,Schoppa NE
,,Rats,Sprague-Dawley,Patch-clamp,in vivo,Olfactory bulb (main) mitral cell,Population diversity and function of hyperpolarization-activated current in olfactory bulb mitral cells.,2011,http://www.ncbi.nlm.nih.gov/pubmed/22355569/,,http://neuroelectro.org/article/85540/,Margrie TW
-49,,Rats,Wistar,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,GABA(B) receptor-mediated inhibition of mitral/tufted cell activity in the rat olfactory bulb: a whole-cell patch-clamp study in vitro.,2002,http://www.ncbi.nlm.nih.gov/pubmed/11983311/,,http://neuroelectro.org/article/85541/,Duchamp A
-61.65,,Mice,C57BL,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,Calcium-activated sustained firing responses distinguish accessory from main olfactory bulb mitral cells.,2012,http://www.ncbi.nlm.nih.gov/pubmed/22553031/,,http://neuroelectro.org/article/85545/,Wagner S
,,Mice,C57BL,Patch-clamp,in vitro,Olfactory bulb (main) mitral cell,A simple method of in vitro electroporation allows visualization recording and calcium imaging of local neuronal circuits.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20669363/,,http://neuroelectro.org/article/85549/,Urban NN
-65,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Olfactory bulb (main) periglomerular cell,Olfactory bulb glomeruli: external tufted cells intrinsically burst at theta frequency and are entrained by patterned olfactory input.,2004,http://www.ncbi.nlm.nih.gov/pubmed/14762137/,,http://neuroelectro.org/article/13617/,Ennis M
-51,,Rats,Wistar,Patch-clamp,in vitro,Olfactory bulb (main) periglomerular cell,Functional heterogeneity of periglomerular cells in the rat olfactory bulb.,1998,http://www.ncbi.nlm.nih.gov/pubmed/9753175/,,http://neuroelectro.org/article/25710/,Belluzzi O
-57,,Mice,C57BL,Patch-clamp,in vitro,Olfactory bulb (main) periglomerular cell,Two GABAergic intraglomerular circuits differentially regulate tonic and phasic presynaptic inhibition of olfactory nerve terminals.,2009,http://www.ncbi.nlm.nih.gov/pubmed/19225171/,,http://neuroelectro.org/article/33909/,Shipley MT
-47.8,,Rats,Sprague-Dawley,Patch-clamp,in vivo,Olfactory bulb (main) tufted cell (middle),Respiration drives network activity and modulates synaptic and circuit processing of lateral inhibition in the olfactory bulb.,2012,http://www.ncbi.nlm.nih.gov/pubmed/22219272/,http://neuroelectro.org/data_table/1485/,http://neuroelectro.org/article/35000/,Shepherd GM
,,Rats,Wistar,Patch-clamp,in vitro,Olfactory bulb (main) tufted cell (middle),External tufted cells in the main olfactory bulb form two distinct subpopulations.,2006,http://www.ncbi.nlm.nih.gov/pubmed/16930438/,,http://neuroelectro.org/article/76870/,Nusser Z
-76.3,92.9,Mice,C57BL,Patch-clamp,in vitro,Olfactory cortex pyramidal cell,Two layers of synaptic processing by principal neurons in piriform cortex.,2011,http://www.ncbi.nlm.nih.gov/pubmed/21307252/,http://neuroelectro.org/data_table/1661/,http://neuroelectro.org/article/35243/,Bekkers JM
,,Mice,C57BL,Patch-clamp,in vitro,Olfactory cortex pyramidal cell,Interactions between Behaviorally Relevant Rhythms and Synaptic Plasticity Alter Coding in the Piriform Cortex.,2012,http://www.ncbi.nlm.nih.gov/pubmed/22553016/,,http://neuroelectro.org/article/58759/,Urban NN
-67.2,76.2,Mice,C57BL,Patch-clamp,in vitro,Olfactory cortex semilunar cell,Two layers of synaptic processing by principal neurons in piriform cortex.,2011,http://www.ncbi.nlm.nih.gov/pubmed/21307252/,http://neuroelectro.org/data_table/1661/,http://neuroelectro.org/article/35243/,Bekkers JM
,,Mice,C57BL,Patch-clamp,in vitro,Olfactory cortex semilunar cell,Interactions between Behaviorally Relevant Rhythms and Synaptic Plasticity Alter Coding in the Piriform Cortex.,2012,http://www.ncbi.nlm.nih.gov/pubmed/22553016/,,http://neuroelectro.org/article/58759/,Urban NN
,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Paraventricular hypothalamic nucleus neurons,Voltage-gated currents distinguish parvocellular from magnocellular neurones in the rat hypothalamic paraventricular nucleus.,2000,http://www.ncbi.nlm.nih.gov/pubmed/10673555/,http://neuroelectro.org/data_table/8336/,http://neuroelectro.org/article/28652/,Tasker JG
-56.07,78.37,Rats,Sprague-Dawley,Patch-clamp,in vitro,Paraventricular hypothalamic nucleus neurons,Electrophysiological and morphological properties of pre-autonomic neurones in the rat hypothalamic paraventricular nucleus.,2001,http://www.ncbi.nlm.nih.gov/pubmed/11711570/,http://neuroelectro.org/data_table/10539/,http://neuroelectro.org/article/44359/,Stern JE
,64.6,Rats,Wistar,Patch-clamp,in vitro,Paraventricular hypothalamic nucleus neurons,Functional role of A-type potassium currents in rat presympathetic PVN neurones.,2007,http://www.ncbi.nlm.nih.gov/pubmed/17525115/,http://neuroelectro.org/data_table/11452/,http://neuroelectro.org/article/46371/,Stern JE
-57.7,56.1,Rats,Sprague-Dawley,Sharp,in vitro,Parvicellular reticular nucleus interneuron,Properties and interconnections of trigeminal interneurons of the lateral pontine reticular formation in the rat.,2001,http://www.ncbi.nlm.nih.gov/pubmed/11698544/,http://neuroelectro.org/data_table/955/,http://neuroelectro.org/article/34512/,Kolta A
-59.8,57.1,Mice,C57BL,Patch-clamp,in vitro,Spinal cord intermediate horn motor neuron sympathetic,Heterogeneity of membrane properties in sympathetic preganglionic neurons of neonatal mice: evidence of four subpopulations in the intermediolateral nucleus.,2010,http://www.ncbi.nlm.nih.gov/pubmed/19923248/,http://neuroelectro.org/data_table/187/,http://neuroelectro.org/article/33845/,Hochman S
-62,77,Mice,C57BL,Patch-clamp,in vitro,Spinal cord ventral horn interneuron IA,Physiological neurochemical and morphological properties of a subgroup of GABAergic spinal lamina II neurones identified by expression of green fluorescent protein in mice.,2004,http://www.ncbi.nlm.nih.gov/pubmed/15284347/,http://neuroelectro.org/data_table/10371/,http://neuroelectro.org/article/43880/,Sandkühler J
-62.8,45.3,Mice,C57BL,Patch-clamp,in vitro,Spinal cord ventral horn interneuron II,Properties of mouse spinal lamina I GABAergic interneurons.,2005,http://www.ncbi.nlm.nih.gov/pubmed/16014799/,http://neuroelectro.org/data_table/7939/,http://neuroelectro.org/article/51213/,Hochman S
-46.4,26.7,Mice,C57BL,Patch-clamp,in vitro,Spinal cord ventral horn interneuron V2,Electrophysiological characterization of V2a interneurons and their locomotor-related activity in the neonatal mouse spinal cord.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20053899/,http://neuroelectro.org/data_table/1865/,http://neuroelectro.org/article/35550/,Harris-Warrick RM
-59,73,Rats,Wistar,Patch-clamp,in vivo,Spinal cord ventral horn motor neuron alpha,Hindlimb unweighting for 2 weeks alters physiological properties of rat hindlimb motoneurones.,2005,http://www.ncbi.nlm.nih.gov/pubmed/16123107/,http://neuroelectro.org/data_table/8392/,http://neuroelectro.org/article/30061/,Gardiner P
-66.7,95.4,Rats,Wistar,Patch-clamp,in vitro,Subiculum pyramidal cell,Resting and active properties of pyramidal neurons in subiculum and CA1 of rat hippocampus.,2000,http://www.ncbi.nlm.nih.gov/pubmed/11067982/,http://neuroelectro.org/data_table/1064/; http://neuroelectro.org/data_table/1065/,http://neuroelectro.org/article/10775/,Spruston N
-73.4,,Rats,Wistar,Patch-clamp,in vitro,Subiculum pyramidal cell,Psychostimulant-induced plasticity of intrinsic neuronal excitability in ventral subiculum.,2003,http://www.ncbi.nlm.nih.gov/pubmed/14586024/,http://neuroelectro.org/data_table/2677/,http://neuroelectro.org/article/36907/,Spruston N
-69.05,74.3,Rats,Wistar,Patch-clamp,in vitro,Subiculum pyramidal cell,Target-specific output patterns are predicted by the distribution of regular-spiking and bursting pyramidal neurons in the subiculum.,2012,http://www.ncbi.nlm.nih.gov/pubmed/21538658/,http://neuroelectro.org/data_table/19522/,http://neuroelectro.org/article/76245/,Spruston N
,59.3,Rats,Sprague-Dawley,Patch-clamp,in vitro,Substantia nigra pars compacta dopaminergic cell,Molecular and functional differences in voltage-activated sodium currents between GABA projection neurons and dopamine neurons in the substantia nigra.,2011,http://www.ncbi.nlm.nih.gov/pubmed/21880943/,http://neuroelectro.org/data_table/5362/,http://neuroelectro.org/article/4128/,Zhou FM
-54.6,55.6,Rats,Wistar,Patch-clamp,in vitro,Substantia nigra pars compacta dopaminergic cell,The mechanism of ethanol action on midbrain dopaminergic neuron firing: a dynamic-clamp study of the role of I(h) and GABAergic synaptic integration.,2011,http://www.ncbi.nlm.nih.gov/pubmed/21697445/,http://neuroelectro.org/data_table/52/,http://neuroelectro.org/article/26319/,Robinson HP
,57.65,Mice,C57BL,Patch-clamp,in vitro,Substantia nigra pars compacta dopaminergic cell,I(h) channels contribute to the different functional properties of identified dopaminergic subpopulations in the midbrain.,2002,http://www.ncbi.nlm.nih.gov/pubmed/11850457/,http://neuroelectro.org/data_table/2930/,http://neuroelectro.org/article/28476/,Roeper J
,,Guinea Pigs,Guinea Pigs,Sharp,in vitro,Substantia nigra pars compacta dopaminergic cell,Regulation of action potential size and excitability in substantia nigra compacta neurons: sensitivity to 4-aminopyridine.,1999,http://www.ncbi.nlm.nih.gov/pubmed/10601428/,http://neuroelectro.org/data_table/1157/,http://neuroelectro.org/article/34677/,Nedergaard S
,,Rats,Wistar,Patch-clamp,in vitro,Substantia nigra pars compacta dopaminergic cell,Differences in Na+ conductance density and Na+ channel functional properties between dopamine and GABA neurons of the rat substantia nigra.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20357070/,http://neuroelectro.org/data_table/8029/,http://neuroelectro.org/article/51288/,Engel D
,72.2,Rats,Wistar,Patch-clamp,in vitro,Substantia nigra pars compacta dopaminergic cell,Nigral GABAergic inhibition upon mesencephalic dopaminergic cell groups in rats.,2004,http://www.ncbi.nlm.nih.gov/pubmed/15128394/,http://neuroelectro.org/data_table/16614/,http://neuroelectro.org/article/72902/,Takakusaki K
,49.1,Rats,Sprague-Dawley,Sharp,cell culture,Substantia nigra pars compacta dopaminergic cell,Electrophysiological characteristics of substantia nigra neurons in organotypic cultures: spontaneous and evoked activities.,2000,http://www.ncbi.nlm.nih.gov/pubmed/10842015/,http://neuroelectro.org/data_table/21829/,http://neuroelectro.org/article/78966/,Kitai ST
,69.5,Rats,Sprague-Dawley,Patch-clamp,in vitro,Substantia nigra pars reticulata interneuron GABA,Molecular and functional differences in voltage-activated sodium currents between GABA projection neurons and dopamine neurons in the substantia nigra.,2011,http://www.ncbi.nlm.nih.gov/pubmed/21880943/,http://neuroelectro.org/data_table/5362/,http://neuroelectro.org/article/4128/,Zhou FM
-59.6,78.6,Rats,Wistar,Patch-clamp,in vitro,Substantia nigra pars reticulata interneuron GABA,The mechanism of ethanol action on midbrain dopaminergic neuron firing: a dynamic-clamp study of the role of I(h) and GABAergic synaptic integration.,2011,http://www.ncbi.nlm.nih.gov/pubmed/21697445/,http://neuroelectro.org/data_table/52/,http://neuroelectro.org/article/26319/,Robinson HP
,,Rats,Wistar,Patch-clamp,in vitro,Substantia nigra pars reticulata interneuron GABA,Differences in Na+ conductance density and Na+ channel functional properties between dopamine and GABA neurons of the rat substantia nigra.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20357070/,http://neuroelectro.org/data_table/8029/,http://neuroelectro.org/article/51288/,Engel D
,45,Rats,Sprague-Dawley,Sharp,cell culture,Substantia nigra pars reticulata interneuron GABA,Electrophysiological characteristics of substantia nigra neurons in organotypic cultures: spontaneous and evoked activities.,2000,http://www.ncbi.nlm.nih.gov/pubmed/10842015/,http://neuroelectro.org/data_table/21829/,http://neuroelectro.org/article/78966/,Kitai ST
